project_name	publication_year	publication_doi	oil_reservoir	oil_wells	latitude	longitude	geo_loc_name	study_primary_focus	study_process	depth	temp	pH	salinity	API	NO3-	PO43-	SO42-	Ca2+	Mg2+	Na+	К+	Cl-	HCO3-	Acetate	sample_name	feature	material	collection_date	archive	archive_project	archive_accession
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.37	-64.56	Canada	industy	metabolism	3262	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160005-Day0-50degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107258
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.93	-63.72	Canada	industy	metabolism	2648	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150006-Day28-40degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107259
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.37	-64.56	Canada	industy	metabolism	3262	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160005-Day0-50degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107260
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.37	-64.56	Canada	industy	metabolism	3262	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160005-Day0-60degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107261
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.37	-64.56	Canada	industy	metabolism	3262	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160005-Day0-60degC-2	sea	core	2016	SRA	PRJNA604781	SRS6107262
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.37	-64.56	Canada	industy	metabolism	3262	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160005-Day0-60degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107263
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.37	-64.56	Canada	industy	metabolism	3262	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160005-Day28-40degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107264
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.37	-64.56	Canada	industy	metabolism	3262	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160005-Day28-40degC-2	sea	core	2016	SRA	PRJNA604781	SRS6107265
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.37	-64.56	Canada	industy	metabolism	3262	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160005-Day28-40degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107266
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.37	-64.56	Canada	industy	metabolism	3262	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160005-Day28-50degC-2	sea	core	2016	SRA	PRJNA604781	SRS6107267
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.37	-64.56	Canada	industy	metabolism	3262	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160005-Day28-50degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107268
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.37	-64.56	Canada	industy	metabolism	3262	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160005-Day28-50degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107269
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.93	-63.72	Canada	industy	metabolism	2648	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150006-Day28-50degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107270
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.93	-63.72	Canada	industy	metabolism	2648	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150006-Day0-50degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107271
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day28-50degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107272
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day28-60degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107273
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day28-60degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107274
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day28-60degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107275
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day56-40degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107276
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day56-40degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107277
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day56-40degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107278
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day56-50degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107279
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day56-50degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107280
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day56-50degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107281
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day56-60degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107282
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.93	-63.72	Canada	industy	metabolism	2648	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150006-Day0-50degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107283
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day56-60degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107284
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day56-60degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107285
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day0-40degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107286
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day0-40degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107287
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day0-40degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107288
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day0-50degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107289
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day0-50degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107290
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day0-50degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107291
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day0-60degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107292
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day0-60degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107293
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.93	-63.72	Canada	industy	metabolism	2648	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150006-Day0-60degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107294
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day28-40degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107295
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day0-60degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107296
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day28-40degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107297
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.77	-61.23	Canada	industy	metabolism	2233	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150016-Day28-40degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107298
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day0-60degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107299
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day0-60degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107300
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.93	-63.72	Canada	industy	metabolism	2648	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150006-Day0-50degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107301
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day0-60degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107302
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day0-50degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107303
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day28-40degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107304
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day28-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107305
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day28-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107306
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day28-50degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107307
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day28-50degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107308
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day28-50degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107309
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day28-60degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107310
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day28-60degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107311
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day28-60degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107312
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day0-50degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107313
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day56-40degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107314
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day56-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107315
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day56-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107316
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day56-50degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107317
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day56-50degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107318
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day56-60degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107319
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day56-50degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107320
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day56-60degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107321
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.16	-62.37	Canada	industy	metabolism	2745	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180019-Day56-60degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107322
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day0-40degC-1	sea	core	2018	SRA	PRJNA604781	SRS6107323
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.31	-62.84	Canada	industy	metabolism	2284	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150009-Day0-60degC-1	sea	core	2015	SRA	PRJNA604781	SRS6107324
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day0-40degC-2	sea	core	2018	SRA	PRJNA604781	SRS6107325
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.49	-62.13	Canada	industy	metabolism	2079	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20180021-Day0-40degC-3	sea	core	2018	SRA	PRJNA604781	SRS6107326
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day28-50degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107327
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day28-60degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107328
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day28-60degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107329
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day28-60degC-2	sea	core	2016	SRA	PRJNA604781	SRS6107330
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.93	-63.72	Canada	industy	metabolism	2648	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150006-Day28-60degC-2	sea	core	2015	SRA	PRJNA604781	SRS6107331
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day56-40degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107332
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day56-40degC-2	sea	core	2016	SRA	PRJNA604781	SRS6107333
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day56-40degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107334
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day56-50degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107335
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day56-50degC-2	sea	core	2016	SRA	PRJNA604781	SRS6107336
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day56-50degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107337
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day56-60degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107338
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day56-60degC-2	sea	core	2016	SRA	PRJNA604781	SRS6107339
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.23	-61.60	Canada	industy	metabolism	3400	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160032-Day56-60degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107340
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	41.93	-63.72	Canada	industy	metabolism	2648	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20150006-Day28-60degC-3	sea	core	2015	SRA	PRJNA604781	SRS6107341
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day0-40degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107342
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day0-40degC-2	sea	core	2016	SRA	PRJNA604781	SRS6107343
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day0-40degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107344
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day0-50degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107345
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day0-50degC-2	sea	core	2016	SRA	PRJNA604781	SRS6107346
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day0-50degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107347
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day0-60degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107348
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day0-60degC-2	sea	core	2016	SRA	PRJNA604781	SRS6107349
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day0-60degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107350
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day28-40degC-1	sea	core	2016	SRA	PRJNA604781	SRS6107351
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day28-40degC-2	sea	core	2016	SRA	PRJNA604781	SRS6107352
Gittins2021	2021	10.1101/2021.10.26.465990	Scotian Slope	None	42.86	-60.85	Canada	industy	metabolism	2253	unknown	unknown	unknown	None	unknown	unknown	None	None	None	None	None	None	None	unknown	NS-20160040-Day28-40degC-3	sea	core	2016	SRA	PRJNA604781	SRS6107353
